UID         PID   PPID  C STIME TTY          TIME CMD
nickbag+  77539  77538  0 Jan12 pts/101  00:00:00 -bash
nickbag+  77745  77538  0 Jan12 pts/102  00:00:00 -bash
iambucky  79250      1  0 Jan12 ?        00:01:44 tmux
iambucky  79251  79250  0 Jan12 pts/114  00:00:00 -bash
iambucky  79393  79250  0 Jan12 pts/110  00:00:00 -bash
nickbag+  79959  77538  0 Jan12 pts/75   00:00:00 -bash
root      80415      2  0  2019 ?        00:00:00 [kworker/24:1H]
iambucky  80491  79250  0 Jan12 pts/49   00:00:00 -bash
iambucky  80787  79250  0 Jan12 pts/120  00:00:00 -bash
iambucky  80956  79250  0 Jan12 pts/121  00:00:00 -bash
iambucky  81186  79250  0 Jan12 pts/122  00:00:00 -bash
bhatch    81269      1  0 Jan13 ?        00:00:28 tmux
bhatch    81270  81269  0 Jan13 pts/174  00:00:00 -bash
nickbag+  82065  77538  0 Jan12 pts/47   00:00:00 -bash
nickbag+  82135  77538  0 Jan12 pts/73   00:00:00 -bash
nickbag+  82201  77538  0 Jan12 pts/115  00:00:00 -bash
nickbag+  82366  82201  0 Jan12 pts/115  00:00:00 vim main.c
iambucky  82578  79250  0 Jan12 pts/11   00:00:00 -bash
dandig    83000      1  0 Jan12 ?        00:00:52 tmux
dandig    83001  83000  0 Jan12 pts/128  00:00:00 -bash
loganpa+  83568      1  0 Jan12 ?        00:00:59 tmux
loganpa+  83569  83568  0 Jan12 pts/129  00:00:00 -bash
loganpa+  83614  83568  0 Jan12 pts/130  00:00:00 -bash
jaison    85160      1  0 Jan11 ?        00:01:27 tmux
jaison    85161  85160  0 Jan11 pts/27   00:00:00 -bash
brianwa+  87385      1  0 Jan12 ?        00:00:57 tmux
brianwa+  87386  87385  0 Jan12 pts/132  00:00:00 -bash
brianwa+  87439  87385  0 Jan12 pts/133  00:00:00 -bash
ryanl35   87608  73752  0 Jan12 pts/96   00:00:00 vim main.c
brianwa+  87748  87439  0 Jan12 pts/133  00:00:00 vim main.c
root      90139   2477  0 Jan12 ?        00:00:00 sshd: jpark0 [priv]
jpark0    90143  90139  0 Jan12 ?        00:00:11 sshd: jpark0
zrchencn  91997      1  0 Jan12 ?        00:00:01 /home/zrchencn/.local/bin/tmux
zrchencn  91998  91997  0 Jan12 pts/105  00:00:00 -bash
zrchencn  92045  91998  0 Jan12 pts/105  00:00:00 bash
zrchencn  92054  91997  0 Jan12 pts/106  00:00:00 -bash
cwil290+  93399      1  0 Jan10 ?        00:02:23 tmux
joedobro  96291      1  0 Jan12 ?        00:01:00 tmux -f main.c
joedobro  96292  96291  0 Jan12 pts/131  00:00:00 -bash
seanxin   96863      1  0 Jan12 ?        00:01:22 tmux
seanxin   96864  96863  0 Jan12 pts/139  00:00:00 -bash
root      97320      2  0  2019 ?        00:00:00 [kworker/35:1H]
root      97362      2  0  2019 ?        00:00:00 [kworker/46:1H]
clarakim  97365      1  0 Jan11 ?        00:02:30 tmux
clarakim  97366  97365  0 Jan11 pts/30   00:00:00 -bash
clarakim  97462  97365  0 Jan11 pts/65   00:00:00 -bash
clarakim  97507  97365  0 Jan11 pts/71   00:00:00 -bash
seanxin   97698  96863  0 Jan12 pts/138  00:00:00 -bash
clarakim  98062  97462  0 Jan11 pts/65   00:00:00 vim rectangle2.cpp
clarakim  98242  97365  0 Jan11 pts/79   00:00:00 -bash
clarakim  98351  97365  0 Jan11 pts/83   00:00:00 -bash
seanxin   99106  96863  0 Jan12 pts/4    00:00:00 -bash
seanxin  100461  96863  0 Jan12 pts/140  00:00:00 -bash
nrose619 100486 232256  0 Jan08 pts/40   00:00:00 -bash
seanxin  100522  96863  0 Jan12 pts/93   00:00:00 -bash
zefwang  100717      1  0 Jan13 ?        00:00:35 tmux -CC
zefwang  100718 100717  0 Jan13 pts/123  00:00:00 -bash
zefwang  100965 100717  0 Jan13 pts/150  00:00:00 -bash
epsteinw 104228      1  0 Jan13 ?        00:00:00 ssh-agent
spicerk  104842      1  0 Jan12 ?        00:01:09 tmux
spicerk  104843 104842  0 Jan12 pts/18   00:00:00 -bash
vanessa+ 105796      1  0 Jan12 ?        00:03:37 tmux
vanessa+ 105797 105796  0 Jan12 pts/108  00:00:00 -bash
spicerk  106544 104842  0 Jan12 pts/126  00:00:00 -bash
vanessa+ 108071 105796  0 Jan12 pts/151  00:00:00 -bash
vanessa+ 108127 105796  0 Jan12 pts/153  00:00:00 -bash
vanessa+ 108185 105796  0 Jan12 pts/154  00:00:00 -bash
vanessa+ 108287 105796  0 Jan12 pts/155  00:00:00 -bash
vanessa+ 108380 105796  0 Jan12 pts/156  00:00:00 -bash
iambucky 109358  81186  0 Jan12 pts/122  00:00:00 vim main.c
vanessa+ 110030 105796  0 Jan12 pts/26   00:00:00 -bash
vanessa+ 110093 105796  0 Jan12 pts/113  00:00:00 -bash
vanessa+ 110158 105796  0 Jan12 pts/72   00:00:00 -bash
vanessa+ 110207 105796  0 Jan12 pts/119  00:00:00 -bash
vanessa+ 110300 105796  0 Jan12 pts/159  00:00:00 -bash
vanessa+ 110451 105796  0 Jan12 pts/124  00:00:00 -bash
nrose619 112457 232256  0 Jan08 pts/57   00:00:00 -bash
vanessa+ 112801 105796  0 Jan12 pts/161  00:00:00 -bash
vanessa+ 113100 105796  0 Jan12 pts/162  00:00:00 -bash
vanessa+ 114278 105796  0 Jan12 pts/145  00:00:00 -bash
elikir   115483      1  0 Jan09 ?        00:02:14 tmux
ryanl35  116314  55226  0 Jan10 pts/82   00:00:00 -bash
elikir   116891 115483  0 Jan09 pts/87   00:00:00 -bash
edward   117037      1  0 Jan08 ?        00:00:00 sh /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --disable-telemetry --port=0
edward   117045 117037  0 Jan08 ?        00:00:13 /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/node /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --disable-telemetry --port=0
elikir   117546 115483  0 Jan09 pts/127  00:00:00 -bash
kzhangs+ 119020 226004  0 Jan13 pts/208  00:00:00 -bash
kzhangs+ 119075 226004  0 Jan13 pts/213  00:00:00 -bash
kzhangs+ 119289 119020  0 Jan13 pts/208  00:00:00 vim main.c
xhusser  122853      1  0 Jan12 ?        00:00:50 tmux
xhusser  122854 122853  0 Jan12 pts/157  00:00:00 -bash
xhusser  123105 122853  0 Jan12 pts/160  00:00:00 -bash
ture     131884      1  0 Jan10 ?        00:02:41 tmux
ture     131885 131884  0 Jan10 pts/62   00:00:00 -bash
ture     134349 131884  0 Jan10 pts/14   00:00:00 -bash
ycervan+ 136010      1  0 Jan11 ?        00:01:16 tmux
ycervan+ 136011 136010  0 Jan11 pts/67   00:00:00 -bash
cwil290+ 136120  93399  0 Jan12 pts/173  00:00:00 -bash
vanessa+ 136484 114278  0 Jan12 pts/145  00:00:00 vim main.c
root     137243   2477  0 Jan02 ?        00:00:00 sshd: idasilva [priv]
idasilva 137248 137243  0 Jan02 ?        00:00:07 sshd: idasilva@pts/1
idasilva 137249 137248  0 Jan02 pts/1    00:00:00 -bash
root     137325 137249  0 Jan02 pts/1    00:00:00 /usr/bin/sudo su -
root     137326 137325  0 Jan02 pts/1    00:00:00 su -
root     137327 137326  0 Jan02 pts/1    00:00:00 -bash
cwil290+ 137934  93399  0 Jan12 pts/99   00:00:00 -bash
takayama 138051      1  0 Jan09 ?        00:00:00 /usr/bin/node /home/takayama/Classes/cs4400/ppl/node_modules/jest-worker/build/workers/processChild.js
cwil290+ 138079  93399  0 Jan12 pts/137  00:00:00 -bash
cwil290+ 141520 138079  0 Jan12 pts/137  00:00:00 vim main.c
root     145394   2477  0 08:29 ?        00:00:00 sshd: rebeccamattie [priv]
rebecca+ 145439 145394  0 08:29 ?        00:00:06 sshd: rebeccamattie@pts/84
rebecca+ 145440 145439  0 08:29 pts/84   00:00:00 -bash
root     145582   2477  0 08:30 ?        00:00:00 sshd: rebeccamattie [priv]
rebecca+ 145613 145582  0 08:30 ?        00:00:00 sshd: rebeccamattie@pts/85
rebecca+ 145614 145613  0 08:30 pts/85   00:00:00 -bash
cwil290+ 146240  93399  0 Jan12 pts/90   00:00:00 -bash
danielm+ 146353      1  0 Jan10 ?        00:01:45 tmux
danielm+ 146354 146353  0 Jan10 pts/56   00:00:00 -bash
danielm+ 146415 146354  0 Jan10 pts/56   00:00:00 vim linkedlist.c
lilaliu+ 147287  54891  0 Jan13 pts/148  00:00:00 -bash
danielm+ 147377 146353  0 Jan10 pts/54   00:00:00 -bash
lilaliu+ 147482  54891  0 Jan13 pts/169  00:00:00 -bash
zrchencn 152091      1  0 Jan11 ?        00:00:00 SCREEN
zrchencn 152092 152091  0 Jan11 pts/86   00:00:00 /bin/bash
zrchencn 152130 152092  0 Jan11 pts/86   00:00:00 /home/zrchencn/.local/bin/vim
kzhangs+ 156077 226004  0 Jan12 pts/39   00:00:00 -bash
kzhangs+ 156191 226004  0 Jan12 pts/167  00:00:00 -bash
jalter   157223      1  0 09:47 ?        00:00:14 tmux
jalter   157224 157223  0 09:47 pts/104  00:00:00 -bash
lilaliu+ 161270 147287  0 Jan13 pts/148  00:00:01 vim linkedlist.c
root     161481   2477  0 Jan02 ?        00:00:00 sshd: eelhami [priv]
eelhami  161485 161481  0 Jan02 ?        00:00:00 sshd: eelhami@notty
eelhami  161486 161485  0 Jan02 ?        00:00:00 /usr/libexec/openssh/sftp-server
brotibi  162002      1  0 Jan07 ?        00:04:54 tmux
brotibi  162003 162002  0 Jan07 pts/61   00:00:00 -bash
brotibi  162166 162002  0 Jan07 pts/63   00:00:00 -bash
raymond+ 162325      1  0 Jan07 ?        00:00:00 ssh-agent -s
brotibi  162467 162002  0 Jan07 pts/66   00:00:00 -bash
brotibi  163388 162002  0 Jan07 pts/68   00:00:00 -bash
vanessa+ 164108 113100  0 Jan12 pts/162  00:00:00 vim main.c
nickbag+ 164437  77538  0 Jan12 pts/175  00:00:00 -bash
vanessa+ 164577 105796  0 Jan12 pts/178  00:00:00 -bash
kzhangs+ 172158 226004  0 Jan12 pts/182  00:00:00 -bash
kzhangs+ 172214 226004  0 Jan12 pts/183  00:00:00 -bash
vanessa+ 173381 164577  0 Jan12 pts/178  00:00:00 vim main.c
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:04 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     180149   2477  0 Jan12 ?        00:00:00 sshd: jpark0 [priv]
jpark0   180153 180149  0 Jan12 ?        00:00:00 sshd: jpark0
jaison   180578  85160  0 11:22 pts/28   00:00:00 -bash
jaison   180646 180578  0 11:22 pts/28   00:00:07 vim client.py
root     184447   2477  0 11:40 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 184453 184447  0 11:40 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 184454 184453  0 11:40 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     184478   2477  0 11:40 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 184516 184478  0 11:40 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 184517 184516  0 11:40 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     186595   2477  0 11:51 ?        00:00:00 sshd: nbacskai [priv]
nbacskai 186606 186595  0 11:51 ?        00:00:00 sshd: nbacskai@pts/97
nbacskai 186607 186606  0 11:51 pts/97   00:00:00 -bash
jalter   186698 157223  0 11:51 pts/98   00:00:00 -bash
root     188998   2477  0 12:04 ?        00:00:00 sshd: nicholasmullikin [priv]
nichola+ 189011 188998  0 12:04 ?        00:00:01 sshd: nicholasmullikin@pts/118
nichola+ 189012 189011  0 12:04 pts/118  00:00:00 -bash
jalter   189783 157223  0 12:06 pts/149  00:00:00 -bash
nichola+ 190224 189012  0 12:08 pts/118  00:00:00 man who
nichola+ 190235 190224  0 12:08 pts/118  00:00:00 less -s
root     190245   2477  0 12:08 ?        00:00:00 sshd: danielkostecki [priv]
danielk+ 190261 190245  0 12:08 ?        00:00:00 sshd: danielkostecki@pts/158
danielk+ 190262 190261  0 12:08 pts/158  00:00:00 -bash
root     190383   2477  0 12:09 ?        00:00:00 sshd: terryr518 [priv]
root     190388   2477  0 12:09 ?        00:00:00 sshd: terryr518 [priv]
terryr5+ 190392 190383  0 12:09 ?        00:00:03 sshd: terryr518@pts/164
terryr5+ 190393 190392  0 12:09 pts/164  00:00:00 -bash
terryr5+ 190404 190388  0 12:09 ?        00:00:00 sshd: terryr518@notty
terryr5+ 190417 190404  0 12:09 ?        00:00:00 /usr/libexec/openssh/sftp-server
jalter   191192 189783  0 12:13 pts/149  00:00:01 vim myScript.sh
jalter   191370 157223  0 12:14 pts/165  00:00:00 -bash
jalter   191436 191370  0 12:14 pts/165  00:00:00 vim Readme.md
root     194489   2477  0 12:24 ?        00:00:00 sshd: abievans [priv]
abievans 194501 194489  0 12:24 ?        00:00:00 sshd: abievans@notty
abievans 194502 194501  0 12:24 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     194562   2477  0 12:24 ?        00:00:00 sshd: pgust [priv]
pgust    194574 194562  0 12:24 ?        00:00:00 sshd: pgust@notty
pgust    194576 194574  0 12:24 ?        00:00:00 /usr/libexec/openssh/sftp-server
cstransk 195033      1  0 12:27 ?        00:00:00 ssh-agent
nichola+ 197277 189012  0 12:37 pts/118  00:00:00 write gordonng123 pts/116
nichola+ 197331 189012  0 12:37 pts/118  00:00:00 write gordonng123 pts/134
root     197593   2477  0 12:39 ?        00:00:00 sshd: lehmer16 [priv]
lehmer16 197616 197593  0 12:39 ?        00:00:01 sshd: lehmer16@pts/181
lehmer16 197617 197616  0 12:39 pts/181  00:00:00 -bash
root     198399   2477  0 Jan13 ?        00:00:00 sshd: cameronbracco [priv]
cameron+ 198415 198399  0 Jan13 ?        00:00:00 sshd: cameronbracco@pts/190
cameron+ 198416 198415  0 Jan13 pts/190  00:00:00 -bash
ariflei+ 199682 221455  0 Jan10 pts/59   00:00:00 -bash
ariflei+ 199779 221455  0 Jan10 pts/81   00:00:00 -bash
root     200217   2477  0 12:53 ?        00:00:00 sshd: malcolmbec [priv]
malcolm+ 200261 200217  0 12:53 ?        00:00:00 sshd: malcolmbec@pts/171
malcolm+ 200263 200261  0 12:53 pts/171  00:00:00 -bash
root     200541   2477  0 12:54 ?        00:00:00 sshd: gordonng123 [priv]
gordonn+ 200551 200541  0 12:54 ?        00:00:03 sshd: gordonng123@pts/172
gordonn+ 200552 200551  0 12:54 pts/172  00:00:00 -bash
jalter   200987 157223  0 12:56 pts/176  00:00:00 -bash
jalter   201044 157223  0 12:56 pts/177  00:00:00 -bash
jalter   202179 200987  0 13:01 pts/176  00:00:00 vim myScript.sh
kzhangs+ 202273 226004  0 Jan11 pts/51   00:00:00 -bash
kzhangs+ 202394 226004  0 Jan11 pts/33   00:00:00 -bash
kzhangs+ 202764 202394  0 Jan11 pts/33   00:00:00 ./main
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:21 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
jalter   203808 157223  0 13:07 pts/193  00:00:00 -bash
root     204876   2477  0 13:11 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 204895 204876  0 13:11 ?        00:00:01 sshd: sharonhe98@pts/194
sharonh+ 204896 204895  0 13:11 pts/194  00:00:00 -bash
kzhangs+ 205362 226004  0 Jan11 pts/0    00:00:00 -bash
kzhangs+ 205456 226004  0 Jan11 pts/6    00:00:00 -bash
root     206250   2477  0 Jan13 ?        00:00:00 sshd: evanogra [priv]
evanogra 206265 206250  0 Jan13 ?        00:00:00 sshd: evanogra@pts/117
evanogra 206277 206265  0 Jan13 pts/117  00:00:00 -bash
evanogra 206325 206277  0 Jan13 pts/117  00:00:00 zsh
root     206565   2477  0 13:18 ?        00:00:00 sshd: mikemyan [priv]
mikemyan 206587 206565  0 13:18 ?        00:00:00 sshd: mikemyan@pts/8
mikemyan 206588 206587  0 13:18 pts/8    00:00:00 -bash
root     206866   2477  0 13:20 ?        00:00:00 sshd: ziam [priv]
ziam     206941 206866  0 13:20 ?        00:00:00 sshd: ziam@pts/192
ziam     206942 206941  0 13:20 pts/192  00:00:00 -bash
root     207498      2  0 13:23 ?        00:00:01 [kworker/18:0]
root     209066      2  0 13:31 ?        00:00:00 [kworker/44:0]
root     209241   2477  0 13:31 ?        00:00:00 sshd: masonwu [priv]
masonwu  209265 209241  0 13:31 ?        00:00:01 sshd: masonwu@pts/195
masonwu  209266 209265  0 13:31 pts/195  00:00:00 -bash
bachung+ 209364      1  0 13:32 ?        00:00:08 tmux
bachung+ 209365 209364  0 13:32 pts/111  00:00:00 -bash
bachung+ 209841 209364  0 13:34 pts/142  00:00:00 -bash
bachung+ 209884 209364  0 13:34 pts/143  00:00:00 -bash
root     209983   2477  0 13:34 ?        00:00:00 sshd: alexperez [priv]
alexper+ 209998 209983  0 13:34 ?        00:00:00 sshd: alexperez@pts/188
alexper+ 209999 209998  0 13:34 pts/188  00:00:00 -bash
root     210519   2477  0 13:36 ?        00:00:00 sshd: tannerlederman [priv]
tannerl+ 210559 210519  0 13:36 ?        00:00:01 sshd: tannerlederman@pts/199
tannerl+ 210560 210559  0 13:36 pts/199  00:00:00 -bash
root     211037   2477  0 13:38 ?        00:00:00 sshd: rheisen [priv]
rheisen  211051 211037  0 13:38 ?        00:00:00 sshd: rheisen@pts/200
rheisen  211052 211051  0 13:38 pts/200  00:00:00 -bash
lehmer16 212752 197617  0 13:44 pts/181  00:00:00 ssh eric@maggie.ccs.neu.edu
mattcut+ 213922      1  0 Jan11 ?        00:01:53 tmux
mattcut+ 213923 213922  0 Jan11 pts/16   00:00:00 -bash
mattcut+ 213998 213922  0 Jan11 pts/23   00:00:00 -bash
mattcut+ 214097 213922  0 Jan11 pts/52   00:00:00 -bash
root     214158      2  0 13:48 ?        00:00:00 [kworker/1:0]
root     214294   2477  0 13:48 ?        00:00:00 sshd: brotibi [priv]
brotibi  214340 214294  0 13:48 ?        00:00:00 sshd: brotibi@pts/211
brotibi  214341 214340  0 13:48 pts/211  00:00:00 -bash
mattcut+ 214741 213922  0 Jan11 pts/69   00:00:00 -bash
tsengjo+ 214778  56056 99 13:49 pts/216  02:49:58 /bin/zsh
mattcut+ 215248 213922  0 Jan11 pts/74   00:00:00 -bash
mattcut+ 215305 213922  0 Jan11 pts/77   00:00:00 -bash
root     215490   2477  0 13:51 ?        00:00:00 sshd: wheadenj [priv]
wheadenj 215529 215490  0 13:51 ?        00:00:01 sshd: wheadenj@pts/92
wheadenj 215530 215529  0 13:51 pts/92   00:00:00 -bash
tsachle+ 215768      1  0 13:52 ?        00:00:00 SCREEN
tsachle+ 215769 215768  0 13:52 pts/220  00:00:00 /bin/bash
mattcut+ 215938 213922  0 Jan11 pts/10   00:00:00 -bash
mattcut+ 215997 213922  0 Jan11 pts/22   00:00:00 -bash
root     217300   2477  0 13:57 ?        00:00:00 sshd: teresewang [priv]
teresew+ 217331 217300  0 13:57 ?        00:00:00 sshd: teresewang@pts/166
teresew+ 217333 217331  0 13:57 pts/166  00:00:00 -bash
root     218627      2  0 14:02 ?        00:00:00 [kworker/20:0]
ryanl35  219153  55226  0 14:03 pts/89   00:00:00 -bash
nrose619 219167 232256  0 Jan12 pts/146  00:00:00 -bash
ryanl35  219208  55226  0 14:03 pts/136  00:00:00 -bash
nrose619 219336 219167  0 Jan12 pts/146  00:00:00 vim linkedlist.c
nrose619 219574 232256  0 Jan12 pts/78   00:00:00 -bash
root     219607   2477  0 14:05 ?        00:00:00 sshd: cctheresa [priv]
ccthere+ 219612 219607  0 14:05 ?        00:00:08 sshd: cctheresa@pts/223
ccthere+ 219613 219612  0 14:05 pts/223  00:00:02 -bash
root     220708   2477  0 14:07 ?        00:00:00 sshd: rebeccamattie [priv]
rebecca+ 220711 220708  0 14:07 ?        00:00:00 sshd: rebeccamattie@notty
rebecca+ 220712 220711  0 14:07 ?        00:00:00 /usr/libexec/openssh/sftp-server
ariflei+ 221455      1  0 Jan08 ?        00:05:39 tmux
ariflei+ 221456 221455  0 Jan08 pts/7    00:00:00 -bash
ariflei+ 221826 221455  0 Jan08 pts/20   00:00:00 -bash
ariflei+ 222796 221455  0 Jan08 pts/25   00:00:00 -bash
ariflei+ 223323 221455  0 Jan08 pts/31   00:00:00 -bash
root     223391      1  0 Jan04 ?        00:00:16 /usr/libexec/upowerd
kzhangs+ 224079 226004  0 Jan13 pts/17   00:00:00 -bash
mattcut+ 224513 215305  0 Jan12 pts/77   00:00:00 vim main.c
ariflei+ 224927 221455  0 Jan08 pts/46   00:00:00 -bash
ariflei+ 224981 221455  0 Jan08 pts/55   00:00:00 -bash
ariflei+ 225759 221455  0 Jan08 pts/58   00:00:00 -bash
kzhangs+ 226004      1  0 Jan10 ?        00:04:03 tmux
ariflei+ 226103 221455  0 Jan08 pts/41   00:00:00 -bash
kzhangs+ 226383 226004  0 Jan10 pts/70   00:00:00 -bash
tsengjo+ 226522  56056 99 14:25 pts/109  02:14:27 /bin/zsh
rheisen  228801 211052  0 14:31 pts/200  00:00:00 vim myScript.sh
root     228865   2477  0 14:31 ?        00:00:00 sshd: jalajsingh [priv]
jalajsi+ 228989 228865  0 14:31 ?        00:00:00 sshd: jalajsingh@pts/202
jalajsi+ 228991 228989  0 14:31 pts/202  00:00:00 -bash
root     229417   2477  0 14:33 ?        00:00:00 sshd: shanness [priv]
shanness 229427 229417  0 14:33 ?        00:00:00 sshd: shanness@pts/205
shanness 229428 229427  0 14:33 pts/205  00:00:00 -bash
jalajsi+ 230415 228991  0 14:36 pts/202  00:00:00 vim myScript.sh
kzhangs+ 230428 226004  0 Jan10 pts/24   00:00:00 -bash
root     230574   2477  0 14:36 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 230816 230574  0 14:37 ?        00:00:00 sshd: gepstein23@pts/209
gepstei+ 230818 230816  0 14:37 pts/209  00:00:00 -bash
root     231189   2477  0 14:38 ?        00:00:00 sshd: pkpandey12 [priv]
pkpande+ 231203 231189  0 14:38 ?        00:00:00 sshd: pkpandey12@pts/2
pkpande+ 231204 231203  0 14:38 pts/2    00:00:00 -bash
root     231343   2477  0 14:38 ?        00:00:00 sshd: belyakovay [priv]
belyako+ 231346 231343  0 14:38 ?        00:00:00 sshd: belyakovay@notty
belyako+ 231347 231346  0 14:38 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     231349   2477  0 14:38 ?        00:00:00 sshd: belyakovay [priv]
belyako+ 231351 231349  0 14:38 ?        00:00:00 sshd: belyakovay@notty
belyako+ 231352 231351  0 14:38 ?        00:00:00 /usr/libexec/openssh/sftp-server
gepstei+ 231495 230818  0 14:39 pts/209  00:00:02 vim main.c
root     231871   2477  0 14:40 ?        00:00:00 sshd: mthekkethala [priv]
mthekke+ 231883 231871  0 14:40 ?        00:00:00 sshd: mthekkethala@pts/210
mthekke+ 231885 231883  0 14:40 pts/210  00:00:00 -bash
nrose619 232256      1  0 Jan07 ?        00:05:41 tmux
nrose619 232257 232256  0 Jan07 pts/29   00:00:00 -bash
root     232513   2477  0 14:42 ?        00:00:00 sshd: zhiyuanluo [priv]
zhiyuan+ 232626 232513  0 14:42 ?        00:00:00 sshd: zhiyuanluo@pts/224
zhiyuan+ 232635 232626  0 14:42 pts/224  00:00:00 -bash
grecupe+ 232833      1  0 14:42 ?        00:00:02 tmux
grecupe+ 232834 232833  0 14:42 pts/226  00:00:00 -bash
root     232964   2477  0 14:42 ?        00:00:00 sshd: jdhassan [priv]
jdhassan 233059 232964  0 14:43 ?        00:00:00 sshd: jdhassan@pts/228
jdhassan 233060 233059  0 14:43 pts/228  00:00:00 -bash
root     233341   2477  0 14:43 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 233408 233341  0 14:43 ?        00:00:00 sshd: gepstein23@pts/230
gepstei+ 233428 233408  0 14:43 pts/230  00:00:00 -bash
root     233647   2477  0 14:43 ?        00:00:00 sshd: cpsarakis [priv]
gepstei+ 233663 233428  0 14:44 pts/230  00:00:01 vim mystack.h
cpsarak+ 233674 233647  0 14:44 ?        00:00:00 sshd: cpsarakis@pts/232
cpsarak+ 233682 233674  0 14:44 pts/232  00:00:00 -bash
root     234536      2  0 14:45 ?        00:00:00 [kworker/1:2]
root     234537      2  0 14:45 ?        00:00:00 [kworker/25:0]
root     234540      2  0 14:45 ?        00:00:00 [kworker/41:0]
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     237391   2477  0 14:53 ?        00:00:00 sshd: radivojac [priv]
radivoj+ 237395 237391  0 14:53 ?        00:00:00 sshd: radivojac@notty
radivoj+ 237396 237395  0 14:53 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     237848   2477  0 14:54 ?        00:00:00 sshd: maoyueqi [priv]
maoyueqi 237940 237848  0 14:54 ?        00:00:00 sshd: maoyueqi@pts/239
maoyueqi 237941 237940  0 14:54 pts/239  00:00:00 -bash
root     238332   2477  0 14:55 ?        00:00:00 sshd: siddharth2111 [priv]
siddhar+ 238355 238332  0 14:55 ?        00:00:00 sshd: siddharth2111@pts/242
siddhar+ 238356 238355  0 14:55 pts/242  00:00:00 -bash
ryanl35  238428  55226  0 14:55 pts/187  00:00:00 -bash
vanessa+ 239531 105796  0 Jan13 pts/45   00:00:00 -bash
root     241268   2477  0 15:01 ?        00:00:00 sshd: jingxi [priv]
jingxi   241280 241268  0 15:02 ?        00:00:00 sshd: jingxi@pts/152
jingxi   241281 241280  0 15:02 pts/152  00:00:00 -bash
root     241478   2477  0 15:02 ?        00:00:00 sshd: dandig [priv]
dandig   241496 241478  0 15:02 ?        00:00:00 sshd: dandig@pts/180
dandig   241499 241496  0 15:02 pts/180  00:00:00 -bash
tsachle+ 241876 215769  0 15:03 pts/220  00:00:00 zsh
root     242229   2477  0 15:04 ?        00:00:00 sshd: mariaclarabez [priv]
root     242279   2477  0 15:04 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 242305 242279  0 15:04 ?        00:00:00 sshd: gepstein23@pts/170
gepstei+ 242306 242305  0 15:04 pts/170  00:00:00 -bash
mariacl+ 242357 242229  0 15:04 ?        00:00:00 sshd: mariaclarabez@pts/217
mariacl+ 242359 242357  0 15:04 pts/217  00:00:00 -bash
root     242821   2477  0 15:06 ?        00:00:00 sshd: noners [priv]
root     242939   2477  0 15:06 ?        00:00:00 sshd: danijj89 [priv]
danijj89 242954 242939  0 15:06 ?        00:00:00 sshd: danijj89@pts/218
danijj89 242955 242954  0 15:06 pts/218  00:00:00 -bash
noners   243009 242821  0 15:06 ?        00:00:00 sshd: noners@pts/233
noners   243019 243009  0 15:06 pts/233  00:00:00 -bash
root     243183   2477  0 15:06 ?        00:00:00 sshd: krupar [priv]
krupar   243196 243183  0 15:06 ?        00:00:02 sshd: krupar@pts/234
krupar   243197 243196  0 15:06 pts/234  00:00:00 -bash
root     243383      2  0 15:07 ?        00:00:00 [kworker/17:2]
root     243387      2  0 15:07 ?        00:00:00 [kworker/13:0]
root     243392      2  0 15:07 ?        00:00:00 [kworker/24:2]
